ObjectID,GlobalID,CreationDate,Creator,EditDate,Editor,Date,Monitor Name(s),Daylight Hours,Temperature Low (F),Temperature High (F),Soil Moisture (%),Inundation Treatment,Replicate,Species,Other - Species,Population,Other - Population,Density Treatment,Plant ID,Phenological Stage,Other - Phenological Stage,Notes,Water Level (cm),Plant ID,x,y
6436,643aab1f-13d1-4fd8-b3a8-9408a6de2f39,6/21/2023 5:45:35 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:45:35 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,51,S,3,DEFA,,IV,,10,,other,Soil moisture,,0,0,-119.843425699731,34.4130567115249
6437,9101e1bc-46ca-4759-92b3-64f656e7de21,6/21/2023 5:45:38 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:45:38 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,49.5,S,3,ELMA,,DC,,10,,Survived,,,0,DICOT1,-119.843427278616,34.413073903667
6438,9142ae73-4913-4763-b943-3fbf419597aa,6/21/2023 5:45:40 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:45:40 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,51.5,S,3,DEFA,,M,,5+5,,Survived,,,0,DICOT1,-119.843442199417,34.4130973861204
6439,f26d643f-c341-41cc-b07e-f0983eee68b7,6/21/2023 5:45:43 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:45:43 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,50.5,S,3,ELMA,,CP,,5,,Survived,,,0,DICOT1,-119.843400311032,34.4130503318537
6440,acef98be-9eb2-4402-8df6-327f164c269d,6/21/2023 5:45:46 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:45:46 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,50.5,S,3,ELMA,,CP,,5,,Survived,,,0,SOOL1,-119.843419859799,34.4130661663286
6441,90704147-c847-4882-a8e8-e40fa7856863,6/21/2023 5:45:47 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:45:47 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,45,S,3,ELMA,,DC,,5,,other,Soil moisture,,0,0,-119.843413737608,34.4130675834243
6442,4a858e9c-3247-4565-8098-33e94c916ae4,6/21/2023 5:45:51 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:45:51 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,51.5,S,3,ELMA,,M,,5,,Survived,,,0,JUBU1,-119.843423413054,34.4131095552689
6443,74dc3556-ac42-4de0-8598-e7632b2ab93a,6/21/2023 5:45:53 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:45:53 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,44,S,3,DEFA,,IV,,5,,Survived,,,0,DICOT1,-119.843422197018,34.4131088986044
6444,beaa9fd1-c540-4dd4-bf15-46b0657a7991,6/21/2023 5:45:54 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:45:54 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,50,S,3,DEFA,,A,,10,,other,Soil moisture,,0,0,-119.843444973893,34.4130557363863
6445,6ebccff9-6620-43fb-a9b6-2703535fb9df,6/21/2023 5:45:58 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:45:58 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,47.5,S,3,JUBU,,IV,,5,,Survived,,,0,DICOT1,-119.843429250918,34.4130629344323
6446,a44e5578-63ca-435a-a846-4dcd13274ce8,6/21/2023 5:46:01 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:46:01 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,47.5,S,3,JUBU,,IV,,5,,Survived,,,0,JUBU1,-119.843438649821,34.4130685788412
6447,ae43d65b-e213-470c-accd-16beb06bf05b,6/21/2023 5:46:06 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:46:06 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,47.5,S,3,JUBU,,IV,,5,,Survived,,,0,JUBU2,-119.843437555783,34.413090982623
6448,376488ba-f780-412f-a41a-91729729b932,6/21/2023 5:46:09 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:46:09 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,47.5,S,3,JUBU,,IV,,5,,Survived,,,0,JUBU3,-119.843432593907,34.4130562068984
6449,09382212-cb5b-4dab-8d06-fe7939d70925,6/21/2023 5:46:13 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:46:13 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,47.5,S,3,JUBU,,IV,,5,,Survived,,,0,JUBU4,-119.843441595303,34.413051577537
6450,6f9afda8-10ef-46f4-b5ba-a769533f8818,6/21/2023 5:46:14 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:46:14 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,45,S,3,DEFA,,M,,10,,other,Soil moisture,,0,0,-119.843413736226,34.413108354627
6451,40ed6700-bd8f-48e2-a023-81f956191124,6/21/2023 5:46:19 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:46:19 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,45,S,3,ELMA,,IV,,5,,Survived,,,0,FEPE1,-119.843444816205,34.4130663843239
6452,34a2e177-81ea-425f-b31e-84ca0f2dc798,6/21/2023 5:46:23 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:46:23 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,50.5,S,3,DEFA,,CP,,5+5,,Flowering,,,0,JUBU1,-119.843486401053,34.4130736069607
6453,0ffef10c-aaa7-437b-95e6-ee6dcb7230c1,6/21/2023 5:46:26 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:46:26 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,50.5,S,3,DEFA,,CP,,5+5,,Flowering,,,0,JUBU2,-119.843483068053,34.4130786681752
6454,e521e1f5-0929-4783-975a-8c5a51f6f809,6/21/2023 5:46:29 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:46:29 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,50.5,S,3,DEFA,,CP,,5+5,,Survived,,"Unknown, long ovate leaves",0,DICOT1,-119.843469207414,34.4130965095831
6455,98417806-8c72-4615-b0d2-047234bcaeb7,6/21/2023 5:46:32 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:46:32 PM,richardhettish@umail.ucsb.edu_ucsb,6/14/2023 7:00:00 PM,Ricky,14.5,57,66,35,D,1,CONTROL,,CONTROL,,CONTROL,,Flowering,,Lythrum hyssopifolia?,0,DICOT1,-119.843478819513,34.413100661436
6456,55e8829e-6080-43e1-9e2a-ed2fd345e3e0,6/21/2023 5:46:36 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:46:36 PM,richardhettish@umail.ucsb.edu_ucsb,6/14/2023 7:00:00 PM,Ricky,14.5,57,66,35.5,D,1,FEPE,,CONTROL,,5,,Survived,,,0,FEPE1,-119.843479007748,34.4130626704458
6457,18676c26-ef4d-4e72-8fa1-8673d2baa070,6/21/2023 5:46:38 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:46:38 PM,richardhettish@umail.ucsb.edu_ucsb,6/14/2023 7:00:00 PM,Ricky,14.5,57,66,35.5,D,1,FEPE,,CONTROL,,5,,other,Desiccated,,0,FEPE2,-119.843467530285,34.4130819270852
6458,28741481-6bef-4fbb-9e26-01501af1c235,6/21/2023 5:46:39 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:46:39 PM,richardhettish@umail.ucsb.edu_ucsb,6/14/2023 7:00:00 PM,Ricky,14.5,57,66,29.5,D,1,FEPE,,CONTROL,,10,,other,Soil moisture,,0,0,-119.843486840295,34.4130659231428
6459,4ab2b4a8-ee4d-409d-bb71-6b122c0c85fe,6/21/2023 5:46:43 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:46:43 PM,richardhettish@umail.ucsb.edu_ucsb,6/14/2023 7:00:00 PM,Ricky,14.5,57,66,48.5,S,1,CONTROL,,CONTROL,,CONTROL,,Flowering,,,0,FEPE1,-119.843474694984,34.4130357058422
6460,90f3f536-5633-4836-aa1b-b73d89db1ee4,6/21/2023 5:46:45 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:46:45 PM,richardhettish@umail.ucsb.edu_ucsb,6/14/2023 7:00:00 PM,Ricky,14.5,57,66,48.5,S,1,CONTROL,,CONTROL,,CONTROL,,Flowering,,,0,FEPE2,-119.843477960254,34.4130917390872
6461,f77779db-f8e2-4000-a3ac-ce6a89313df7,6/21/2023 5:46:47 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:46:47 PM,richardhettish@umail.ucsb.edu_ucsb,6/14/2023 7:00:00 PM,Ricky,14.5,57,66,52,S,1,FEPE,,CONTROL,,10,,Flowering,,,0,FEPE1,-119.843489844015,34.4130741943618
6462,3274d4a9-a18f-48f0-a6da-1874c673b749,6/21/2023 5:46:50 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:46:50 PM,richardhettish@umail.ucsb.edu_ucsb,6/14/2023 7:00:00 PM,Ricky,14.5,57,66,52,S,1,FEPE,,CONTROL,,10,,Survived,,,0,FEPE2,-119.843484272234,34.4130582066165
6463,b1db24f7-5491-481a-b949-df06a2bf3502,6/21/2023 5:46:53 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:46:53 PM,richardhettish@umail.ucsb.edu_ucsb,6/14/2023 7:00:00 PM,Ricky,14.5,57,66,52,S,1,FEPE,,CONTROL,,10,,Survived,,,0,FEPE3,-119.843471751558,34.4130667281565
6464,2bd0559f-83ca-46d4-b80a-c73baf88de18,6/21/2023 5:46:57 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:46:57 PM,richardhettish@umail.ucsb.edu_ucsb,6/14/2023 7:00:00 PM,Ricky,14.5,57,66,52,S,1,FEPE,,CONTROL,,10,,Survived,,,0,FEPE4,-119.843468268617,34.4130638925353
6465,b120029c-3de1-4073-bb26-e8200e1fa41c,6/21/2023 5:46:59 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:46:59 PM,richardhettish@umail.ucsb.edu_ucsb,6/14/2023 7:00:00 PM,Ricky,14.5,57,66,52,S,1,FEPE,,CONTROL,,10,,Survived,,,0,FEPE5,-119.843472031379,34.4130817295835
6466,7d6cb822-4913-4ea6-ab38-617cc2736b7d,6/21/2023 5:47:02 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:47:02 PM,richardhettish@umail.ucsb.edu_ucsb,6/14/2023 7:00:00 PM,Ricky,14.5,57,66,52,S,1,FEPE,,CONTROL,,10,,Survived,,,0,FEPE6,-119.843486029603,34.4130843353383
6467,7ed123ff-56ac-4a19-af3b-fd9dfd6391ac,6/21/2023 5:47:04 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:47:04 PM,richardhettish@umail.ucsb.edu_ucsb,6/14/2023 7:00:00 PM,Ricky,14.5,57,66,52,S,1,FEPE,,CONTROL,,10,,Survived,,,0,FEPE7,-119.843494744585,34.4130859643965
6468,9463dd92-9efd-4688-8e0a-06a893d9acf3,6/21/2023 5:47:08 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:47:08 PM,richardhettish@umail.ucsb.edu_ucsb,6/14/2023 7:00:00 PM,Ricky,14.5,57,66,48,S,1,FEPE,,CONTROL,,5,,Survived,,,0,FEPE1,-119.843480250656,34.4130698398603
6469,fd96481e-d789-4c48-93f0-d74d9956f2a7,6/21/2023 5:47:11 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:47:11 PM,richardhettish@umail.ucsb.edu_ucsb,6/14/2023 7:00:00 PM,Ricky,14.5,57,66,48,S,1,FEPE,,CONTROL,,5,,Survived,,,0,FEPE2,-119.843470851762,34.4130761017766
6470,de11dda2-3558-4388-8e59-6b0d816cf7ca,6/21/2023 5:47:13 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:47:13 PM,richardhettish@umail.ucsb.edu_ucsb,6/14/2023 7:00:00 PM,Ricky,14.5,57,66,48,S,1,FEPE,,CONTROL,,5,,Survived,,,0,FEPE3,-119.843467680253,34.4130742215139
6471,205f7e6a-21d7-41de-9433-ef18c8417033,6/21/2023 5:47:16 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:47:16 PM,richardhettish@umail.ucsb.edu_ucsb,6/14/2023 7:00:00 PM,Ricky,14.5,57,66,48,S,1,FEPE,,CONTROL,,5,,Survived,,,0,FEPE4,-119.843489988101,34.4130776969864
6472,c022906a-0554-4671-8d95-5eb012fb6179,6/21/2023 5:47:19 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:47:19 PM,richardhettish@umail.ucsb.edu_ucsb,6/14/2023 7:00:00 PM,Ricky,14.5,57,66,48,S,1,FEPE,,CONTROL,,5,,Survived,,Unknown spp,0,DICOT1,-119.843488773406,34.4130735168874
6473,c65dc14d-3956-42c1-b98c-e7639855bba1,6/21/2023 5:47:22 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:47:22 PM,richardhettish@umail.ucsb.edu_ucsb,6/14/2023 7:00:00 PM,Ricky,14.5,57,66,49.5,H,2,FEPE,,CONTROL,,10,,Survived,,,0,DICOT1,-119.84346408331,34.413063623919
6474,169fab29-3fd7-4dbf-810c-c99e951b76cb,6/21/2023 5:47:22 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:47:22 PM,richardhettish@umail.ucsb.edu_ucsb,6/14/2023 7:00:00 PM,Ricky,14.5,57,66,44.5,H,2,FEPE,,A,,5,,other,Soil moisture,,0,0,-119.843482878886,34.4130708049892
6475,bab2c7c9-74dc-44de-a73a-995d8f4fcd26,6/21/2023 5:47:25 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:47:25 PM,richardhettish@umail.ucsb.edu_ucsb,6/14/2023 7:00:00 PM,Ricky,14.5,57,66,55,H,2,CONTROL,,CONTROL,,CONTROL,,Survived,,,0,FEPE1,-119.843476127555,34.4130601508299
6476,373e8c23-771c-45ca-848d-c64147d5930f,6/21/2023 5:47:28 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:47:28 PM,richardhettish@umail.ucsb.edu_ucsb,6/14/2023 7:00:00 PM,Ricky,14.5,57,66,39,S,3,CONTROL,,CONTROL,,CONTROL,,Survived,,,0,DICOT1,-119.84346447279,34.4130833353322
6477,46a30ece-ad46-4565-94df-fe9119683e44,6/21/2023 5:47:30 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:47:30 PM,richardhettish@umail.ucsb.edu_ucsb,6/14/2023 7:00:00 PM,Ricky,14.5,57,66,49,S,3,FEPE,,CONTROL,,5,,Survived,,,0,DICOT1,-119.843489132514,34.413066625288
6478,002b9ebf-68ec-4c0f-a61c-abc6f51246fc,6/21/2023 5:47:33 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:47:33 PM,richardhettish@umail.ucsb.edu_ucsb,6/14/2023 7:00:00 PM,Ricky,14.5,57,66,49,S,3,FEPE,,CONTROL,,5,,Survived,,,0,DICOT2,-119.843449263995,34.4130801887932
6479,8bcfc871-11c6-4220-969d-9bf64db42f48,6/21/2023 5:47:37 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:47:37 PM,richardhettish@umail.ucsb.edu_ucsb,6/14/2023 7:00:00 PM,Ricky,14.5,57,66,49,S,3,FEPE,,CONTROL,,5,,Survived,,,0,FEPE1,-119.843457021305,34.4130865582892
6480,accfd314-704a-4c13-abb4-1d3ace224cf2,6/21/2023 5:47:42 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:47:42 PM,richardhettish@umail.ucsb.edu_ucsb,6/14/2023 7:00:00 PM,Ricky,14.5,57,66,39.5,S,3,FEPE,,CONTROL,,10,,Survived,,,0,DICOT1,-119.843457063437,34.4131009487953
6481,2bda02ab-a982-4a85-9b9d-90a935c6cb3b,6/21/2023 5:47:44 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:47:44 PM,richardhettish@umail.ucsb.edu_ucsb,6/14/2023 7:00:00 PM,Ricky,14.5,57,66,39.5,S,3,FEPE,,CONTROL,,10,,Survived,,,0,DICOT2,-119.843440244796,34.413100734523
6482,3be37230-d86a-45ad-8cc6-4a02c704347d,6/21/2023 5:47:47 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:47:47 PM,richardhettish@umail.ucsb.edu_ucsb,6/14/2023 7:00:00 PM,Ricky,14.5,57,66,39.5,S,3,FEPE,,CONTROL,,10,,Survived,,,0,DICOT3,-119.843433106847,34.4131030789671
6483,9763e8a0-2ffc-479c-ad05-d1b8ac0e73df,6/21/2023 5:47:50 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:47:50 PM,richardhettish@umail.ucsb.edu_ucsb,6/14/2023 7:00:00 PM,Ricky,14.5,57,66,49,H,3,CONTROL,,CONTROL,,CONTROL,,Survived,,,0,DICOT1,-119.843498120163,34.4130885494217
6484,be5493ba-b50b-4702-9452-fdf5a6779595,6/21/2023 5:47:51 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:47:51 PM,richardhettish@umail.ucsb.edu_ucsb,6/14/2023 7:00:00 PM,Ricky,14.5,57,66,45,H,3,FEPE,,CONTROL,,10,,other,Soil moisture,,0,0,-119.843477760217,34.4130823590484
6485,e0059f23-f7c3-4bda-9ce6-f72a47c2c7db,6/21/2023 5:47:54 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:47:54 PM,richardhettish@umail.ucsb.edu_ucsb,6/14/2023 7:00:00 PM,Ricky,14.5,57,66,47,H,3,FEPE,,CONTROL,,5,,Survived,,,0,DICOT1,-119.843469122594,34.4130876131389
6486,f141d189-3082-4e48-8531-d1f5d96a4fbc,6/21/2023 5:47:58 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:47:58 PM,richardhettish@umail.ucsb.edu_ucsb,6/14/2023 7:00:00 PM,Ricky,14.5,57,66,47,H,3,FEPE,,CONTROL,,5,,Survived,,,0,DICOT2,-119.843467916916,34.4131057878894
6487,c249f2e0-be03-4a60-9562-9fd7b1d24784,6/21/2023 5:48:01 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:48:01 PM,richardhettish@umail.ucsb.edu_ucsb,6/14/2023 7:00:00 PM,Ricky,14.5,57,66,53,H,1,CONTROL,,CONTROL,,CONTROL,,Survived,,,0,DICOT1,-119.843481914403,34.4130877160203
6488,4c2bd6e4-d163-41c6-b803-a5f20f787d35,6/21/2023 5:48:06 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:48:06 PM,richardhettish@umail.ucsb.edu_ucsb,6/14/2023 7:00:00 PM,Ricky,14.5,57,66,53,H,1,CONTROL,,CONTROL,,CONTROL,,Survived,,,0,FEPE1,-119.843482507269,34.4130986893241
6489,ea8f6e0d-66c4-4e4c-982d-8b0d7d24d999,6/21/2023 5:48:07 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:48:07 PM,richardhettish@umail.ucsb.edu_ucsb,6/14/2023 7:00:00 PM,Ricky,14.5,57,66,61,Extras,Extras,DEFA,,CP,,5,,other,Soil moisture,,0,0,-119.843469050662,34.4130772759703
6490,e2d957ad-e6b1-472e-8776-99d5ee8f93ea,6/21/2023 5:48:07 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:48:07 PM,richardhettish@umail.ucsb.edu_ucsb,6/14/2023 7:00:00 PM,Ricky,14.5,57,66,48,Extras,Extras,DEFA,,CP,,10,,other,Soil moisture,,0,0,-119.843486123513,34.4130751431241
6491,0cfd0cc6-b3e3-4dc5-ade7-3e6320846293,6/21/2023 5:48:08 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:48:08 PM,richardhettish@umail.ucsb.edu_ucsb,6/14/2023 7:00:00 PM,Ricky,14.5,57,66,49.5,Extras,Extras,ELMA,,DC,,5,,other,Soil moisture,,0,0,-119.843465560205,34.413067948538
6492,3bb74f4e-c69b-4e25-9a7d-d61871fec8a9,6/21/2023 5:48:09 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:48:09 PM,richardhettish@umail.ucsb.edu_ucsb,6/14/2023 7:00:00 PM,Ricky,14.5,57,66,45.5,Extras,Extras,DEFA,,CP,,5,,other,Soil moisture,,0,0,-119.843468955043,34.4131029354904
6493,ea6297eb-5d4c-43e2-9e40-5a6ff20d7414,6/21/2023 5:48:12 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:48:12 PM,richardhettish@umail.ucsb.edu_ucsb,6/14/2023 7:00:00 PM,Ricky,14.5,57,66,50.5,Extras,Extras,DEFA,,A,,5,,Survived,,,0,DICOT1,-119.843491539186,34.4130669316371
6494,1cce4ffc-c724-4f07-b8a4-f1f7a85ad5df,6/21/2023 5:48:15 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:48:15 PM,richardhettish@umail.ucsb.edu_ucsb,6/14/2023 7:00:00 PM,Ricky,14.5,57,66,47,Extras,Extras,JUBU,,M,,10,,Flowering,,,0,JUBU1,-119.843481593941,34.4130921724859
6495,b9bc9af2-d87f-4ea3-bec2-978a230ab293,6/21/2023 5:48:19 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:48:19 PM,richardhettish@umail.ucsb.edu_ucsb,6/14/2023 7:00:00 PM,Ricky,14.5,57,66,47,Extras,Extras,JUBU,,M,,10,,Flowering,,,0,JUBU2,-119.843487768774,34.4130918709319
6496,111e5995-d2a3-4aa1-aeed-af0143f059f0,6/21/2023 5:48:21 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:48:21 PM,richardhettish@umail.ucsb.edu_ucsb,6/14/2023 7:00:00 PM,Ricky,14.5,57,66,47,Extras,Extras,JUBU,,M,,10,,Flowering,,,0,JUBU3,-119.843501830354,34.4130698489267
6497,e7d9467b-792f-46f5-8233-c3d7544524c8,6/21/2023 5:48:25 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:48:25 PM,richardhettish@umail.ucsb.edu_ucsb,6/14/2023 7:00:00 PM,Ricky,14.5,57,66,47,Extras,Extras,JUBU,,M,,10,,Flowering,,,0,JUBU4,-119.843491137429,34.4130756577572
6498,cf0d35d3-6504-46e0-a02f-365b64b0cd52,6/21/2023 5:48:29 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:48:29 PM,richardhettish@umail.ucsb.edu_ucsb,6/14/2023 7:00:00 PM,Ricky,14.5,57,66,47,Extras,Extras,JUBU,,M,,10,,Survived,,,0,DICOT1,-119.843488877461,34.4130834114489
6499,d7cf1a34-3160-4f3e-8eb0-18da38baad64,6/21/2023 5:48:32 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:48:32 PM,richardhettish@umail.ucsb.edu_ucsb,6/14/2023 7:00:00 PM,Ricky,14.5,57,66,44.5,Extras,Extras,JUBU,,M,,Extras,,Survived,,100,0,DICOT1,-119.843486866099,34.413064500661
6500,34db9b96-0060-4733-9bd3-f41a8830ea1b,6/21/2023 5:48:33 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:48:33 PM,richardhettish@umail.ucsb.edu_ucsb,6/14/2023 7:00:00 PM,Ricky,14.5,57,66,53,Extras,Extras,DEFA,,A,,Extras,,other,Soil moisture,100,0,0,-119.843510950163,34.4130490805307
6501,e7531815-b04b-4061-b8b7-f8fd4f2e4fc5,6/21/2023 5:48:34 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:48:34 PM,richardhettish@umail.ucsb.edu_ucsb,6/14/2023 7:00:00 PM,Ricky,14.5,57,66,46,Extras,Extras,FEPE,,IV,,Extras,,other,Soil moisture,200,0,0,-119.843478959841,34.4130631347422
6502,93dbb811-e52d-49db-9ea1-1146461efb12,6/21/2023 5:48:35 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:48:35 PM,richardhettish@umail.ucsb.edu_ucsb,6/14/2023 7:00:00 PM,Ricky,14.5,57,66,49,Extras,Extras,ELMA,,M,,10,,other,Soil moisture,,0,0,-119.843497907594,34.4130478234963
6503,a1d43209-21ef-487c-b3da-00f2016ed8d5,6/21/2023 5:48:35 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:48:35 PM,richardhettish@umail.ucsb.edu_ucsb,6/14/2023 7:00:00 PM,Ricky,14.5,57,66,53,Extras,Extras,JUBU,,M,,5,,other,Soil moisture,,0,0,-119.84349434657,34.4130561692782
6504,80c85ded-180e-4f53-8e6a-b85b52c3789b,6/21/2023 5:48:36 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:48:36 PM,richardhettish@umail.ucsb.edu_ucsb,6/14/2023 7:00:00 PM,Ricky,14.5,57,66,55.5,S,1,DEFA,,CP,,5+5,,other,Soil moisture,,0,0,-119.843333423995,34.4130545516265
6505,57557bb9-d9cf-4bbe-a8d2-545d00728f66,6/21/2023 5:48:37 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:48:37 PM,richardhettish@umail.ucsb.edu_ucsb,6/14/2023 7:00:00 PM,Ricky,14.5,57,66,48.5,S,1,JUBU,,M,,5,,other,Soil moisture,,0,0,-119.843428465325,34.4130858288899
6506,d891a1e4-6dc9-4904-9aa8-81f68a1c8815,6/21/2023 5:48:38 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:48:38 PM,richardhettish@umail.ucsb.edu_ucsb,6/14/2023 7:00:00 PM,Ricky,14.5,57,66,49,S,1,DEFA,,IV,,10,,other,Soil moisture,,0,0,-119.843424447977,34.413066567732
6507,bddf15df-90e1-4595-bbd2-7a44a700178f,6/21/2023 5:48:38 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:48:38 PM,richardhettish@umail.ucsb.edu_ucsb,6/14/2023 7:00:00 PM,Ricky,14.5,57,66,45.5,S,1,DEFA,,M,,5,,other,Soil moisture,,0,0,-119.843435227156,34.4130814615158
6508,c1428a76-9bca-43fc-9257-dab10ee9c784,6/21/2023 5:48:39 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:48:39 PM,richardhettish@umail.ucsb.edu_ucsb,6/14/2023 7:00:00 PM,Ricky,14.5,57,66,50,S,1,ELMA,,CP,,10,,other,Soil moisture,,0,0,-119.84343277566,34.4130748496021
